Ship-to party,Region Code,sub_region_code,광역도시,시군구,담당 RDC 코드,담당 RDC 명
3019674,MHA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
3020294,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
5239,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
7741,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
9580,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
KH02476,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
KH10533,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
KH11025,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
KH11056,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
KH11200,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
KH11378,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
KP11324,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
KP11735,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
KP12192,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
KP12861,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
KP13090,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
KP13651,MIA,GSN_COJH,경상남도,창원시 진해구,11RD,칠곡RDC
10142,MHA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
10157,MHA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
10546,MHA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
1190,MAA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
1210,MHA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
3019811,MHA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
3021865,MHA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
7417,MHA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
8447,MHA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
KH02306,MAA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
KH08012,MAA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
KH09645,MAA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
KH09989,MHA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
KH10697,MAA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
KP11300,MHA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
KP11409,MHA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
KP13070,MAA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
KP13126,MAA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
KP13737,MAA,GSN_COMSHO,경상남도,창원시 마산회원구,11RD,칠곡RDC
10024,MHA,GSN_COMSHP,경상남도,창원시 마산합포구,11RD,칠곡RDC
3078,MHA,GSN_COMSHP,경상남도,창원시 마산합포구,11RD,칠곡RDC
6253,MHA,GSN_COMSHP,경상남도,창원시 마산합포구,11RD,칠곡RDC
7226,MHA,GSN_COMSHP,경상남도,창원시 마산합포구,11RD,칠곡RDC
KH00904,MHA,GSN_COMSHP,경상남도,창원시 마산합포구,11RD,칠곡RDC
KH01981,MHA,GSN_COMSHP,경상남도,창원시 마산합포구,11RD,칠곡RDC
KP11215,MHA,GSN_COMSHP,경상남도,창원시 마산합포구,11RD,칠곡RDC
KP12317,MBA,GSN_COMSHP,경상남도,창원시 마산합포구,11RD,칠곡RDC
KP12440,MBA,GSN_COMSHP,경상남도,창원시 마산합포구,11RD,칠곡RDC
KP12459,MBA,GSN_COMSHP,경상남도,창원시 마산합포구,11RD,칠곡RDC
KP12648,MBA,GSN_COMSHP,경상남도,창원시 마산합포구,11RD,칠곡RDC
10145,MHA,GSN_COOC,경상남도,창원시 의창구,11RD,칠곡RDC
1208,MHA,GSN_COOC,경상남도,창원시 의창구,11RD,칠곡RDC
1219,MHA,GSN_COOC,경상남도,창원시 의창구,11RD,칠곡RDC
1221,MHA,GSN_COOC,경상남도,창원시 의창구,11RD,칠곡RDC
1927,MHA,GSN_COOC,경상남도,창원시 의창구,11RD,칠곡RDC
4981,MHA,GSN_COOC,경상남도,창원시 의창구,11RD,칠곡RDC
9778,MHA,GSN_COOC,경상남도,창원시 의창구,11RD,칠곡RDC
KH00481,MHA,GSN_COOC,경상남도,창원시 의창구,11RD,칠곡RDC
KH10245,MAA,GSN_COOC,경상남도,창원시 의창구,11RD,칠곡RDC
KH11361,MBA,GSN_COOC,경상남도,창원시 의창구,11RD,칠곡RDC
KP11080,MHA,GSN_COOC,경상남도,창원시 의창구,11RD,칠곡RDC
KP11439,MHA,GSN_COOC,경상남도,창원시 의창구,11RD,칠곡RDC
1220,MHA,GSN_COSS,경상남도,창원시 성산구,11RD,칠곡RDC
3022138,MHA,GSN_COSS,경상남도,창원시 성산구,11RD,칠곡RDC
5571,MHA,GSN_COSS,경상남도,창원시 성산구,11RD,칠곡RDC
9279,MHA,GSN_COSS,경상남도,창원시 성산구,11RD,칠곡RDC
KH10108,MHA,GSN_COSS,경상남도,창원시 성산구,11RD,칠곡RDC
KP11343,MHA,GSN_COSS,경상남도,창원시 성산구,11RD,칠곡RDC
KP11588,MHA,GSN_COSS,경상남도,창원시 성산구,11RD,칠곡RDC
KP13200,MHA,GSN_COSS,경상남도,창원시 성산구,11RD,칠곡RDC
1328,MTA,GSN_GC,경상남도,거창군,11RD,칠곡RDC
3003175,MTA,GSN_GC,경상남도,거창군,11RD,칠곡RDC
3018756,MTA,GSN_GC,경상남도,거창군,11RD,칠곡RDC
5358,MTA,GSN_GC,경상남도,거창군,11RD,칠곡RDC
6261,MTA,GSN_GC,경상남도,거창군,11RD,칠곡RDC
KH09687,MTA,GSN_GC,경상남도,거창군,11RD,칠곡RDC
KP11053,MTA,GSN_GC,경상남도,거창군,11RD,칠곡RDC
10053,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
10456,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
10628,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
10629,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
1514,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
1534,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
3006564,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
3009401,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
3022172,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
3386,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
4110,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
5166,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
5283,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
8150,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
8424,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
9310,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
9615,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH00845,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH02047,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH02249,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH02321,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH07269,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH07308,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH07656,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH08008,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH08251,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH08553,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH09616,LQH,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH09749,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH09966,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH09978,LQG,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH09995,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH10243,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH10244,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH10696,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH11032,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH11113,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KH11163,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP11001,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP11252,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP11366,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP11375,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP12156,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP12419,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP12801,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP12826,LQG,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP13005,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP13113,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP13300,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP13607,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
KP13645,LQA,GSN_GH,경상남도,김해시,11RD,칠곡RDC
10463,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
10552,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
3006767,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
4022,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
5399,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
6847,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
9277,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
9992,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KH01239,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KH07463,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KH07995,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KH08350,3,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KH09563,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KH09652,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KH09654,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KH10576,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KH10578,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KH11001,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KH11185,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KP11414,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KP12086,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KP12431,MLC,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KP12792,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KP12859,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KP12860,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KP12959,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KP13648,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
KP13767,MLA,GSN_GJ,경상남도,거제시,11RD,칠곡RDC
1331,MGA,GSN_GS,경상남도,고성군,11RD,칠곡RDC
KH10708,MGA,GSN_GS,경상남도,고성군,11RD,칠곡RDC
KP12685,MGA,GSN_GS,경상남도,고성군,11RD,칠곡RDC
KP13018,MGA,GSN_GS,경상남도,고성군,11RD,칠곡RDC
123,MVA,GSN_HC,경상남도,합천군,11RD,칠곡RDC
1387,MVA,GSN_HC,경상남도,합천군,11RD,칠곡RDC
3013589,MVA,GSN_HC,경상남도,합천군,11RD,칠곡RDC
3578,MVA,GSN_HC,경상남도,합천군,11RD,칠곡RDC
KH10687,MVA,GSN_HC,경상남도,합천군,11RD,칠곡RDC
KP11054,MVA,GSN_HC,경상남도,합천군,11RD,칠곡RDC
10362,MRA,GSN_HD,경상남도,하동군,11RD,칠곡RDC
1378,MRA,GSN_HD,경상남도,하동군,11RD,칠곡RDC
4973,MRA,GSN_HD,경상남도,하동군,11RD,칠곡RDC
3008625,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
3010957,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
4364,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
6856,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
9373,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KH02281,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KH06937,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KH09655,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KH10014,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KH10402,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KH11130,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KP11183,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KP12473,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KP12557,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KP12608,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KP12696,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KP12822,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
KP13060,MFA,GSN_HO,경상남도,함안군,11RD,칠곡RDC
1382,MUA,GSN_HO2,경상남도,함양군,11RD,칠곡RDC
1383,MUA,GSN_HO2,경상남도,함양군,11RD,칠곡RDC
K011509,MUA,GSN_HO2,경상남도,함양군,11RD,칠곡RDC
KH10686,MUA,GSN_HO2,경상남도,함양군,11RD,칠곡RDC
10067,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
10619,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
1321,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
1324,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
1344,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
1350,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
1351,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
1374,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
2681,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
3006922,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
3010397,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
3010406,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
3010517,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
3013386,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
3015825,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
3020347,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
3594,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
4651,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
5256,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
6371,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
7026,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
7408,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
9879,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KH00674,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KH00779,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KH01983,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KH08519,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KH09642,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KH11114,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KH11164,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP11052,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP11404,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP11446,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP11551,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP11798,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP12427,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP12428,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP12451,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP12611,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP12738,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP12794,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP12904,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP12907,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP12908,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP13010,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP13292,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP13299,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP13718,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP13748,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
KP13849,MNA,GSN_JJ,경상남도,진주시,11RD,칠곡RDC
1200,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
3006874,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
3007852,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
3010901,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
3012572,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
3021982,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
8981,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
KH10744,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
KH11039,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
KP12222,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
KP12590,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
KP13298,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
KP13459,LTA,GSN_MO,경상남도,밀양시,11RD,칠곡RDC
1327,MSA,GSN_NH,경상남도,남해군,11RD,칠곡RDC
1337,MSA,GSN_NH,경상남도,남해군,11RD,칠곡RDC
3008450,MSA,GSN_NH,경상남도,남해군,11RD,칠곡RDC
3020344,MSA,GSN_NH,경상남도,남해군,11RD,칠곡RDC
3020345,MSA,GSN_NH,경상남도,남해군,11RD,칠곡RDC
5087,MEA,GSN_OR,경상남도,의령군,11RD,칠곡RDC
2846,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
3001551,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
3005203,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
3006608,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
3013070,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
3013100,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
3016886,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
3017225,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
3022042,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
5117,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
5334,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
6874,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
7981,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
8962,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
9707,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KH00200,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KH05533,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KH07994,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KH10407,LSC,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KH10430,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KH10683,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KH11167,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP11447,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP12365,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP12722,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP12854,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP12967,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP13043,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP13093,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP13139,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP13142,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP13170,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP13260,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP13456,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP13647,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
KP13666,LSA,GSN_OS,경상남도,양산시,11RD,칠곡RDC
1356,MPA,GSN_SC,경상남도,사천시,11RD,칠곡RDC
1363,MPA,GSN_SC,경상남도,사천시,11RD,칠곡RDC
3007987,MPA,GSN_SC,경상남도,사천시,11RD,칠곡RDC
5211,MNA,GSN_SC,경상남도,사천시,11RD,칠곡RDC
KH02320,MPA,GSN_SC,경상남도,사천시,11RD,칠곡RDC
KH07657,MNA,GSN_SC,경상남도,사천시,11RD,칠곡RDC
KH10685,MPA,GSN_SC,경상남도,사천시,11RD,칠곡RDC
KH11315,MPA,GSN_SC,경상남도,사천시,11RD,칠곡RDC
KP12803,MNA,GSN_SC,경상남도,사천시,11RD,칠곡RDC
KP12862,MPA,GSN_SC,경상남도,사천시,11RD,칠곡RDC
KP12922,MPA,GSN_SC,경상남도,사천시,11RD,칠곡RDC
KP13457,MPA,GSN_SC,경상남도,사천시,11RD,칠곡RDC
3003154,MGA,GSN_SC2,경상남도,산청군,11RD,칠곡RDC
4430,MQA,GSN_SC2,경상남도,산청군,11RD,칠곡RDC
KH10577,MQA,GSN_SC2,경상남도,산청군,11RD,칠곡RDC
KP12752,MQA,GSN_SC2,경상남도,산청군,11RD,칠곡RDC
10513,MJA,GSN_TO,경상남도,통영시,11RD,칠곡RDC
10624,MJA,GSN_TO,경상남도,통영시,11RD,칠곡RDC
1375,MJA,GSN_TO,경상남도,통영시,11RD,칠곡RDC
3007481,MJA,GSN_TO,경상남도,통영시,11RD,칠곡RDC
3014692,MJA,GSN_TO,경상남도,통영시,11RD,칠곡RDC
5333,MJA,GSN_TO,경상남도,통영시,11RD,칠곡RDC
7176,MJA,GSN_TO,경상남도,통영시,11RD,칠곡RDC
8142,MJA,GSN_TO,경상남도,통영시,11RD,칠곡RDC
KH08352,MJA,GSN_TO,경상남도,통영시,11RD,칠곡RDC
KP13186,MJA,GSN_TO,경상남도,통영시,11RD,칠곡RDC
KP13625,MJA,GSN_TO,경상남도,통영시,11RD,칠곡RDC
10068,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
10262,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
1309,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
3001047,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
6461,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
6717,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
9579,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
KH02094,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
KH09587,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
KH11112,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
KH11151,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
KP11005,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
KP11341,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
KP11413,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
KP12333,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
KP12743,NDA,ULS_B,울산광역시,북구,11RD,칠곡RDC
1307,NCA,ULS_D,울산광역시,동구,11RD,칠곡RDC
3015559,NCA,ULS_D,울산광역시,동구,11RD,칠곡RDC
3015909,NCA,ULS_D,울산광역시,동구,11RD,칠곡RDC
KH10354,NCA,ULS_D,울산광역시,동구,11RD,칠곡RDC
KH10617,NCA,ULS_D,울산광역시,동구,11RD,칠곡RDC
KH10623,NCA,ULS_D,울산광역시,동구,11RD,칠곡RDC
KP11402,NCA,ULS_D,울산광역시,동구,11RD,칠곡RDC
KP12362,NCA,ULS_D,울산광역시,동구,11RD,칠곡RDC
1313,NBA,ULS_J,울산광역시,중구,11RD,칠곡RDC
4876,NBA,ULS_J,울산광역시,중구,11RD,칠곡RDC
KH04017,NBA,ULS_J,울산광역시,중구,11RD,칠곡RDC
KH10316,NBA,ULS_J,울산광역시,중구,11RD,칠곡RDC
KH11269,NBA,ULS_J,울산광역시,중구,11RD,칠곡RDC
KP11033,NBA,ULS_J,울산광역시,중구,11RD,칠곡RDC
KP11331,NBA,ULS_J,울산광역시,중구,11RD,칠곡RDC
KP12370,NBA,ULS_J,울산광역시,중구,11RD,칠곡RDC
KP13281,NBA,ULS_J,울산광역시,중구,11RD,칠곡RDC
KP13675,NBA,ULS_J,울산광역시,중구,11RD,칠곡RDC
1318,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
1928,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
3017051,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
3022173,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
4534,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
5028,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
5516,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
6514,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
7855,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
KH10096,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
KH10262,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
KP11231,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
KP11365,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
KP12441,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
KP12885,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
KP13115,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
KP13207,NAA,ULS_N,울산광역시,남구,11RD,칠곡RDC
