날짜,RDC,트럭,1회전_Shipment,1회전_광역도시,1회전_시군구,1회전_수량,1회전_상차시작,1회전_도착,1회전_소요분,갭_분,2회전_Shipment,2회전_광역도시,2회전_시군구,2회전_수량,2회전_상차시작,2회전_도착,2회전_소요분,총소요분
2025-11-04,평택RDC,3.5T,1005197783,경기도,고양시 덕양구,4,07:33,13:07,334,110,1005197630,경기도,의왕시,4,14:57,16:30,94,537
2025-11-04,평택RDC,3.5T,1005197783,경기도,고양시 덕양구,4,07:33,13:07,334,127,1005197714,경기도,시흥시,2,15:14,18:03,169,630
2025-11-04,평택RDC,3.5T,1005197783,경기도,고양시 덕양구,4,07:33,13:07,334,142,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,590
2025-11-04,평택RDC,3.5T,1005197783,경기도,고양시 덕양구,4,07:33,13:07,334,143,1005197607,경기도,시흥시,20,15:30,18:02,152,629
2025-11-04,평택RDC,3.5T,1005197576,서울특별시,중랑구,4,07:47,13:01,314,66,1005197673,충청남도,아산시,4,14:07,16:13,126,506
2025-11-04,평택RDC,3.5T,1005197576,서울특별시,중랑구,4,07:47,13:01,314,68,1005197635,경기도,평택시,4,14:08,14:37,29,411
2025-11-04,평택RDC,3.5T,1005197576,서울특별시,중랑구,4,07:47,13:01,314,83,1005197633,경기도,수원시 권선구,1,14:24,16:13,109,506
2025-11-04,평택RDC,3.5T,1005197576,서울특별시,중랑구,4,07:47,13:01,314,87,1005197588,충청남도,아산시,4,14:28,16:26,118,519
2025-11-04,평택RDC,3.5T,1005197576,서울특별시,중랑구,4,07:47,13:01,314,102,1005197614,경기도,용인시 기흥구,6,14:43,17:24,161,578
2025-11-04,평택RDC,3.5T,1005197576,서울특별시,중랑구,4,07:47,13:01,314,116,1005197630,경기도,의왕시,4,14:57,16:30,94,524
2025-11-04,평택RDC,3.5T,1005197576,서울특별시,중랑구,4,07:47,13:01,314,133,1005197714,경기도,시흥시,2,15:14,18:03,169,616
2025-11-04,평택RDC,3.5T,1005197576,서울특별시,중랑구,4,07:47,13:01,314,148,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,576
2025-11-04,평택RDC,3.5T,1005197576,서울특별시,중랑구,4,07:47,13:01,314,150,1005197607,경기도,시흥시,20,15:30,18:02,152,615
2025-11-04,평택RDC,3.5T,1005197636,서울특별시,영등포구,4,07:49,10:19,150,90,1005197632,경기도,용인시 처인구,8,11:49,13:55,126,367
2025-11-04,평택RDC,3.5T,1005197636,서울특별시,영등포구,4,07:49,10:19,150,92,1005197548,경기도,김포시,4,11:51,14:26,155,397
2025-11-04,평택RDC,3.5T,1005197636,서울특별시,영등포구,4,07:49,10:19,150,99,1005197515,경기도,용인시 기흥구,6,11:58,14:44,166,416
2025-11-04,평택RDC,3.5T,1005197636,서울특별시,영등포구,4,07:49,10:19,150,101,1005197604,충청남도,천안시 서북구,4,12:00,15:38,218,469
2025-11-04,평택RDC,3.5T,1005197636,서울특별시,영등포구,4,07:49,10:19,150,104,1005197655,경기도,양주시,50,12:03,17:02,299,554
2025-11-04,평택RDC,3.5T,1005197636,서울특별시,영등포구,4,07:49,10:19,150,204,1005197619,경기도,오산시,4,13:42,15:43,120,474
2025-11-04,평택RDC,3.5T,1005197636,서울특별시,영등포구,4,07:49,10:19,150,205,1005197578,서울특별시,동작구,4,13:44,19:56,372,728
2025-11-04,평택RDC,3.5T,1005197636,서울특별시,영등포구,4,07:49,10:19,150,217,1005197536,인천광역시,남동구,4,13:55,15:58,122,489
2025-11-04,평택RDC,3.5T,1005197636,서울특별시,영등포구,4,07:49,10:19,150,228,1005197673,충청남도,아산시,4,14:07,16:13,126,504
2025-11-04,평택RDC,3.5T,1005197636,서울특별시,영등포구,4,07:49,10:19,150,230,1005197635,경기도,평택시,4,14:08,14:37,29,409
2025-11-04,평택RDC,3.5T,1005197623,서울특별시,송파구,5,07:50,11:10,200,152,1005197619,경기도,오산시,4,13:42,15:43,120,473
2025-11-04,평택RDC,3.5T,1005197623,서울특별시,송파구,5,07:50,11:10,200,154,1005197578,서울특별시,동작구,4,13:44,19:56,372,726
2025-11-04,평택RDC,3.5T,1005197623,서울특별시,송파구,5,07:50,11:10,200,165,1005197536,인천광역시,남동구,4,13:55,15:58,122,488
2025-11-04,평택RDC,3.5T,1005197623,서울특별시,송파구,5,07:50,11:10,200,177,1005197673,충청남도,아산시,4,14:07,16:13,126,503
2025-11-04,평택RDC,3.5T,1005197623,서울특별시,송파구,5,07:50,11:10,200,178,1005197635,경기도,평택시,4,14:08,14:37,29,408
2025-11-04,평택RDC,3.5T,1005197623,서울특별시,송파구,5,07:50,11:10,200,194,1005197633,경기도,수원시 권선구,1,14:24,16:13,109,503
2025-11-04,평택RDC,3.5T,1005197623,서울특별시,송파구,5,07:50,11:10,200,198,1005197588,충청남도,아산시,4,14:28,16:26,118,516
2025-11-04,평택RDC,3.5T,1005197623,서울특별시,송파구,5,07:50,11:10,200,213,1005197614,경기도,용인시 기흥구,6,14:43,17:24,161,574
2025-11-04,평택RDC,3.5T,1005197623,서울특별시,송파구,5,07:50,11:10,200,226,1005197630,경기도,의왕시,4,14:57,16:30,94,520
2025-11-04,평택RDC,3.5T,1005197585,서울특별시,도봉구,4,07:53,11:14,201,148,1005197619,경기도,오산시,4,13:42,15:43,120,470
2025-11-04,평택RDC,3.5T,1005197585,서울특별시,도봉구,4,07:53,11:14,201,150,1005197578,서울특별시,동작구,4,13:44,19:56,372,723
2025-11-04,평택RDC,3.5T,1005197585,서울특별시,도봉구,4,07:53,11:14,201,161,1005197536,인천광역시,남동구,4,13:55,15:58,122,485
2025-11-04,평택RDC,3.5T,1005197585,서울특별시,도봉구,4,07:53,11:14,201,173,1005197673,충청남도,아산시,4,14:07,16:13,126,500
2025-11-04,평택RDC,3.5T,1005197585,서울특별시,도봉구,4,07:53,11:14,201,174,1005197635,경기도,평택시,4,14:08,14:37,29,405
2025-11-04,평택RDC,3.5T,1005197585,서울특별시,도봉구,4,07:53,11:14,201,190,1005197633,경기도,수원시 권선구,1,14:24,16:13,109,500
2025-11-04,평택RDC,3.5T,1005197585,서울특별시,도봉구,4,07:53,11:14,201,194,1005197588,충청남도,아산시,4,14:28,16:26,118,513
2025-11-04,평택RDC,3.5T,1005197585,서울특별시,도봉구,4,07:53,11:14,201,209,1005197614,경기도,용인시 기흥구,6,14:43,17:24,161,571
2025-11-04,평택RDC,3.5T,1005197585,서울특별시,도봉구,4,07:53,11:14,201,222,1005197630,경기도,의왕시,4,14:57,16:30,94,517
2025-11-04,평택RDC,3.5T,1005197768,경기도,화성시,4,08:05,14:12,367,62,1005197714,경기도,시흥시,2,15:14,18:03,169,597
2025-11-04,평택RDC,3.5T,1005197768,경기도,화성시,4,08:05,14:12,367,76,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,558
2025-11-04,평택RDC,3.5T,1005197768,경기도,화성시,4,08:05,14:12,367,78,1005197607,경기도,시흥시,20,15:30,18:02,152,597
2025-11-04,평택RDC,3.5T,1005197555,서울특별시,강동구,4,08:10,10:26,136,83,1005197632,경기도,용인시 처인구,8,11:49,13:55,126,346
2025-11-04,평택RDC,3.5T,1005197555,서울특별시,강동구,4,08:10,10:26,136,85,1005197548,경기도,김포시,4,11:51,14:26,155,376
2025-11-04,평택RDC,3.5T,1005197555,서울특별시,강동구,4,08:10,10:26,136,92,1005197515,경기도,용인시 기흥구,6,11:58,14:44,166,395
2025-11-04,평택RDC,3.5T,1005197555,서울특별시,강동구,4,08:10,10:26,136,94,1005197604,충청남도,천안시 서북구,4,12:00,15:38,218,448
2025-11-04,평택RDC,3.5T,1005197555,서울특별시,강동구,4,08:10,10:26,136,98,1005197655,경기도,양주시,50,12:03,17:02,299,533
2025-11-04,평택RDC,3.5T,1005197555,서울특별시,강동구,4,08:10,10:26,136,197,1005197619,경기도,오산시,4,13:42,15:43,120,453
2025-11-04,평택RDC,3.5T,1005197555,서울특별시,강동구,4,08:10,10:26,136,198,1005197578,서울특별시,동작구,4,13:44,19:56,372,706
2025-11-04,평택RDC,3.5T,1005197555,서울특별시,강동구,4,08:10,10:26,136,210,1005197536,인천광역시,남동구,4,13:55,15:58,122,468
2025-11-04,평택RDC,3.5T,1005197555,서울특별시,강동구,4,08:10,10:26,136,221,1005197673,충청남도,아산시,4,14:07,16:13,126,483
2025-11-04,평택RDC,3.5T,1005197555,서울특별시,강동구,4,08:10,10:26,136,223,1005197635,경기도,평택시,4,14:08,14:37,29,388
2025-11-04,평택RDC,3.5T,1005197555,서울특별시,강동구,4,08:10,10:26,136,238,1005197633,경기도,수원시 권선구,1,14:24,16:13,109,483
2025-11-04,평택RDC,3.5T,1005197601,서울특별시,서초구,50,08:28,10:26,118,83,1005197632,경기도,용인시 처인구,8,11:49,13:55,126,328
2025-11-04,평택RDC,3.5T,1005197601,서울특별시,서초구,50,08:28,10:26,118,85,1005197548,경기도,김포시,4,11:51,14:26,155,358
2025-11-04,평택RDC,3.5T,1005197601,서울특별시,서초구,50,08:28,10:26,118,92,1005197515,경기도,용인시 기흥구,6,11:58,14:44,166,377
2025-11-04,평택RDC,3.5T,1005197601,서울특별시,서초구,50,08:28,10:26,118,94,1005197604,충청남도,천안시 서북구,4,12:00,15:38,218,431
2025-11-04,평택RDC,3.5T,1005197601,서울특별시,서초구,50,08:28,10:26,118,98,1005197655,경기도,양주시,50,12:03,17:02,299,515
2025-11-04,평택RDC,3.5T,1005197601,서울특별시,서초구,50,08:28,10:26,118,197,1005197619,경기도,오산시,4,13:42,15:43,120,435
2025-11-04,평택RDC,3.5T,1005197601,서울특별시,서초구,50,08:28,10:26,118,198,1005197578,서울특별시,동작구,4,13:44,19:56,372,689
2025-11-04,평택RDC,3.5T,1005197601,서울특별시,서초구,50,08:28,10:26,118,210,1005197536,인천광역시,남동구,4,13:55,15:58,122,450
2025-11-04,평택RDC,3.5T,1005197601,서울특별시,서초구,50,08:28,10:26,118,221,1005197673,충청남도,아산시,4,14:07,16:13,126,465
2025-11-04,평택RDC,3.5T,1005197601,서울특별시,서초구,50,08:28,10:26,118,223,1005197635,경기도,평택시,4,14:08,14:37,29,370
2025-11-04,평택RDC,3.5T,1005197601,서울특별시,서초구,50,08:28,10:26,118,238,1005197633,경기도,수원시 권선구,1,14:24,16:13,109,465
2025-11-04,평택RDC,3.5T,1005197535,서울특별시,송파구,4,08:44,11:03,139,60,1005197655,경기도,양주시,50,12:03,17:02,299,498
2025-11-04,평택RDC,3.5T,1005197535,서울특별시,송파구,4,08:44,11:03,139,159,1005197619,경기도,오산시,4,13:42,15:43,120,418
2025-11-04,평택RDC,3.5T,1005197535,서울특별시,송파구,4,08:44,11:03,139,161,1005197578,서울특별시,동작구,4,13:44,19:56,372,672
2025-11-04,평택RDC,3.5T,1005197535,서울특별시,송파구,4,08:44,11:03,139,172,1005197536,인천광역시,남동구,4,13:55,15:58,122,433
2025-11-04,평택RDC,3.5T,1005197535,서울특별시,송파구,4,08:44,11:03,139,184,1005197673,충청남도,아산시,4,14:07,16:13,126,449
2025-11-04,평택RDC,3.5T,1005197535,서울특별시,송파구,4,08:44,11:03,139,185,1005197635,경기도,평택시,4,14:08,14:37,29,353
2025-11-04,평택RDC,3.5T,1005197535,서울특별시,송파구,4,08:44,11:03,139,201,1005197633,경기도,수원시 권선구,1,14:24,16:13,109,448
2025-11-04,평택RDC,3.5T,1005197535,서울특별시,송파구,4,08:44,11:03,139,205,1005197588,충청남도,아산시,4,14:28,16:26,118,461
2025-11-04,평택RDC,3.5T,1005197535,서울특별시,송파구,4,08:44,11:03,139,220,1005197614,경기도,용인시 기흥구,6,14:43,17:24,161,520
2025-11-04,평택RDC,3.5T,1005197535,서울특별시,송파구,4,08:44,11:03,139,233,1005197630,경기도,의왕시,4,14:57,16:30,94,466
2025-11-04,평택RDC,3.5T,1005197661,경기도,수원시 영통구,1,08:54,13:29,274,74,1005197614,경기도,용인시 기흥구,6,14:43,17:24,161,510
2025-11-04,평택RDC,3.5T,1005197661,경기도,수원시 영통구,1,08:54,13:29,274,88,1005197630,경기도,의왕시,4,14:57,16:30,94,456
2025-11-04,평택RDC,3.5T,1005197661,경기도,수원시 영통구,1,08:54,13:29,274,105,1005197714,경기도,시흥시,2,15:14,18:03,169,549
2025-11-04,평택RDC,3.5T,1005197661,경기도,수원시 영통구,1,08:54,13:29,274,120,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,509
2025-11-04,평택RDC,3.5T,1005197661,경기도,수원시 영통구,1,08:54,13:29,274,122,1005197607,경기도,시흥시,20,15:30,18:02,152,548
2025-11-04,평택RDC,3.5T,1005197610,경기도,가평군,4,09:14,14:14,300,61,1005197714,경기도,시흥시,2,15:14,18:03,169,529
2025-11-04,평택RDC,3.5T,1005197610,경기도,가평군,4,09:14,14:14,300,75,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,489
2025-11-04,평택RDC,3.5T,1005197610,경기도,가평군,4,09:14,14:14,300,77,1005197607,경기도,시흥시,20,15:30,18:02,152,528
2025-11-04,평택RDC,3.5T,1005197621,경기도,과천시,20,09:21,11:01,100,62,1005197655,경기도,양주시,50,12:03,17:02,299,462
2025-11-04,평택RDC,3.5T,1005197621,경기도,과천시,20,09:21,11:01,100,161,1005197619,경기도,오산시,4,13:42,15:43,120,382
2025-11-04,평택RDC,3.5T,1005197621,경기도,과천시,20,09:21,11:01,100,163,1005197578,서울특별시,동작구,4,13:44,19:56,372,636
2025-11-04,평택RDC,3.5T,1005197621,경기도,과천시,20,09:21,11:01,100,174,1005197536,인천광역시,남동구,4,13:55,15:58,122,397
2025-11-04,평택RDC,3.5T,1005197621,경기도,과천시,20,09:21,11:01,100,186,1005197673,충청남도,아산시,4,14:07,16:13,126,412
2025-11-04,평택RDC,3.5T,1005197621,경기도,과천시,20,09:21,11:01,100,187,1005197635,경기도,평택시,4,14:08,14:37,29,317
2025-11-04,평택RDC,3.5T,1005197621,경기도,과천시,20,09:21,11:01,100,203,1005197633,경기도,수원시 권선구,1,14:24,16:13,109,412
2025-11-04,평택RDC,3.5T,1005197621,경기도,과천시,20,09:21,11:01,100,207,1005197588,충청남도,아산시,4,14:28,16:26,118,425
2025-11-04,평택RDC,3.5T,1005197621,경기도,과천시,20,09:21,11:01,100,222,1005197614,경기도,용인시 기흥구,6,14:43,17:24,161,484
2025-11-04,평택RDC,3.5T,1005197621,경기도,과천시,20,09:21,11:01,100,236,1005197630,경기도,의왕시,4,14:57,16:30,94,429
2025-11-04,평택RDC,3.5T,1005197529,경기도,수원시 장안구,1,09:34,12:11,157,91,1005197619,경기도,오산시,4,13:42,15:43,120,368
2025-11-04,평택RDC,3.5T,1005197529,경기도,수원시 장안구,1,09:34,12:11,157,93,1005197578,서울특별시,동작구,4,13:44,19:56,372,622
2025-11-04,평택RDC,3.5T,1005197529,경기도,수원시 장안구,1,09:34,12:11,157,104,1005197536,인천광역시,남동구,4,13:55,15:58,122,383
2025-11-04,평택RDC,3.5T,1005197529,경기도,수원시 장안구,1,09:34,12:11,157,116,1005197673,충청남도,아산시,4,14:07,16:13,126,398
2025-11-04,평택RDC,3.5T,1005197529,경기도,수원시 장안구,1,09:34,12:11,157,117,1005197635,경기도,평택시,4,14:08,14:37,29,303
2025-11-04,평택RDC,3.5T,1005197529,경기도,수원시 장안구,1,09:34,12:11,157,133,1005197633,경기도,수원시 권선구,1,14:24,16:13,109,398
2025-11-04,평택RDC,3.5T,1005197529,경기도,수원시 장안구,1,09:34,12:11,157,136,1005197588,충청남도,아산시,4,14:28,16:26,118,411
2025-11-04,평택RDC,3.5T,1005197529,경기도,수원시 장안구,1,09:34,12:11,157,152,1005197614,경기도,용인시 기흥구,6,14:43,17:24,161,470
2025-11-04,평택RDC,3.5T,1005197529,경기도,수원시 장안구,1,09:34,12:11,157,165,1005197630,경기도,의왕시,4,14:57,16:30,94,416
2025-11-04,평택RDC,3.5T,1005197529,경기도,수원시 장안구,1,09:34,12:11,157,183,1005197714,경기도,시흥시,2,15:14,18:03,169,509
2025-11-04,평택RDC,3.5T,1005197529,경기도,수원시 장안구,1,09:34,12:11,157,197,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,469
2025-11-04,평택RDC,3.5T,1005197529,경기도,수원시 장안구,1,09:34,12:11,157,199,1005197607,경기도,시흥시,20,15:30,18:02,152,508
2025-11-04,평택RDC,3.5T,1005197602,경기도,하남시,10,10:19,12:13,115,89,1005197619,경기도,오산시,4,13:42,15:43,120,324
2025-11-04,평택RDC,3.5T,1005197602,경기도,하남시,10,10:19,12:13,115,91,1005197578,서울특별시,동작구,4,13:44,19:56,372,578
2025-11-04,평택RDC,3.5T,1005197602,경기도,하남시,10,10:19,12:13,115,102,1005197536,인천광역시,남동구,4,13:55,15:58,122,339
2025-11-04,평택RDC,3.5T,1005197602,경기도,하남시,10,10:19,12:13,115,114,1005197673,충청남도,아산시,4,14:07,16:13,126,354
2025-11-04,평택RDC,3.5T,1005197602,경기도,하남시,10,10:19,12:13,115,115,1005197635,경기도,평택시,4,14:08,14:37,29,259
2025-11-04,평택RDC,3.5T,1005197602,경기도,하남시,10,10:19,12:13,115,131,1005197633,경기도,수원시 권선구,1,14:24,16:13,109,354
2025-11-04,평택RDC,3.5T,1005197602,경기도,하남시,10,10:19,12:13,115,135,1005197588,충청남도,아산시,4,14:28,16:26,118,367
2025-11-04,평택RDC,3.5T,1005197602,경기도,하남시,10,10:19,12:13,115,150,1005197614,경기도,용인시 기흥구,6,14:43,17:24,161,426
2025-11-04,평택RDC,3.5T,1005197602,경기도,하남시,10,10:19,12:13,115,163,1005197630,경기도,의왕시,4,14:57,16:30,94,372
2025-11-04,평택RDC,3.5T,1005197602,경기도,하남시,10,10:19,12:13,115,181,1005197714,경기도,시흥시,2,15:14,18:03,169,464
2025-11-04,평택RDC,3.5T,1005197602,경기도,하남시,10,10:19,12:13,115,195,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,424
2025-11-04,평택RDC,3.5T,1005197602,경기도,하남시,10,10:19,12:13,115,197,1005197607,경기도,시흥시,20,15:30,18:02,152,463
2025-11-04,평택RDC,3.5T,1005197781,충청남도,홍성군,2,10:22,12:43,142,61,1005197578,서울특별시,동작구,4,13:44,19:56,372,574
2025-11-04,평택RDC,3.5T,1005197781,충청남도,홍성군,2,10:22,12:43,142,72,1005197536,인천광역시,남동구,4,13:55,15:58,122,336
2025-11-04,평택RDC,3.5T,1005197781,충청남도,홍성군,2,10:22,12:43,142,84,1005197673,충청남도,아산시,4,14:07,16:13,126,351
2025-11-04,평택RDC,3.5T,1005197781,충청남도,홍성군,2,10:22,12:43,142,85,1005197635,경기도,평택시,4,14:08,14:37,29,256
2025-11-04,평택RDC,3.5T,1005197781,충청남도,홍성군,2,10:22,12:43,142,101,1005197633,경기도,수원시 권선구,1,14:24,16:13,109,351
2025-11-04,평택RDC,3.5T,1005197781,충청남도,홍성군,2,10:22,12:43,142,105,1005197588,충청남도,아산시,4,14:28,16:26,118,364
2025-11-04,평택RDC,3.5T,1005197781,충청남도,홍성군,2,10:22,12:43,142,120,1005197614,경기도,용인시 기흥구,6,14:43,17:24,161,422
2025-11-04,평택RDC,3.5T,1005197781,충청남도,홍성군,2,10:22,12:43,142,133,1005197630,경기도,의왕시,4,14:57,16:30,94,368
2025-11-04,평택RDC,3.5T,1005197781,충청남도,홍성군,2,10:22,12:43,142,151,1005197714,경기도,시흥시,2,15:14,18:03,169,461
2025-11-04,평택RDC,3.5T,1005197781,충청남도,홍성군,2,10:22,12:43,142,165,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,421
2025-11-04,평택RDC,3.5T,1005197781,충청남도,홍성군,2,10:22,12:43,142,167,1005197607,경기도,시흥시,20,15:30,18:02,152,460
2025-11-04,평택RDC,3.5T,1005197568,경기도,광주시,10,10:35,14:17,222,72,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,408
2025-11-04,평택RDC,3.5T,1005197568,경기도,광주시,10,10:35,14:17,222,73,1005197607,경기도,시흥시,20,15:30,18:02,152,447
2025-11-04,평택RDC,3.5T,1005197662,경기도,평택시,3,10:45,13:48,183,68,1005197630,경기도,의왕시,4,14:57,16:30,94,345
2025-11-04,평택RDC,3.5T,1005197662,경기도,평택시,3,10:45,13:48,183,86,1005197714,경기도,시흥시,2,15:14,18:03,169,438
2025-11-04,평택RDC,3.5T,1005197662,경기도,평택시,3,10:45,13:48,183,100,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,398
2025-11-04,평택RDC,3.5T,1005197662,경기도,평택시,3,10:45,13:48,183,102,1005197607,경기도,시흥시,20,15:30,18:02,152,437
2025-11-04,평택RDC,3.5T,1005197634,경기도,수원시 권선구,2,11:14,13:46,152,71,1005197630,경기도,의왕시,4,14:57,16:30,94,316
2025-11-04,평택RDC,3.5T,1005197634,경기도,수원시 권선구,2,11:14,13:46,152,88,1005197714,경기도,시흥시,2,15:14,18:03,169,409
2025-11-04,평택RDC,3.5T,1005197634,경기도,수원시 권선구,2,11:14,13:46,152,103,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,369
2025-11-04,평택RDC,3.5T,1005197634,경기도,수원시 권선구,2,11:14,13:46,152,104,1005197607,경기도,시흥시,20,15:30,18:02,152,408
2025-11-04,평택RDC,3.5T,1005197632,경기도,용인시 처인구,8,11:49,13:55,126,61,1005197630,경기도,의왕시,4,14:57,16:30,94,281
2025-11-04,평택RDC,3.5T,1005197632,경기도,용인시 처인구,8,11:49,13:55,126,79,1005197714,경기도,시흥시,2,15:14,18:03,169,374
2025-11-04,평택RDC,3.5T,1005197632,경기도,용인시 처인구,8,11:49,13:55,126,93,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,334
2025-11-04,평택RDC,3.5T,1005197632,경기도,용인시 처인구,8,11:49,13:55,126,95,1005197607,경기도,시흥시,20,15:30,18:02,152,373
2025-11-04,평택RDC,3.5T,1005197548,경기도,김포시,4,11:51,14:26,155,63,1005197660,충청남도,천안시 동남구,2,15:29,17:23,114,332
2025-11-04,평택RDC,3.5T,1005197548,경기도,김포시,4,11:51,14:26,155,65,1005197607,경기도,시흥시,20,15:30,18:02,152,371
2025-11-03,칠곡RDC,3.5T,1005197510,경상남도,진주시,9,06:17,09:24,187,65,1005197711,대구광역시,달성군,1,10:29,13:55,206,458
2025-11-03,칠곡RDC,3.5T,1005197510,경상남도,진주시,9,06:17,09:24,187,103,1005197499,경상남도,진주시,2,11:07,14:04,178,467
2025-11-03,칠곡RDC,3.5T,1005197510,경상남도,진주시,9,06:17,09:24,187,141,1005198141,대구광역시,달성군,4,11:45,13:25,100,428
2025-11-03,칠곡RDC,3.5T,1005197510,경상남도,진주시,9,06:17,09:24,187,142,1005197419,부산광역시,연제구,36,11:46,14:50,184,513
2025-11-03,칠곡RDC,3.5T,1005197510,경상남도,진주시,9,06:17,09:24,187,144,1005197518,경상북도,김천시,1,11:48,13:20,92,423
2025-11-03,칠곡RDC,3.5T,1005197510,경상남도,진주시,9,06:17,09:24,187,150,1005197733,경상남도,김해시,8,11:54,15:43,229,566
2025-11-03,칠곡RDC,3.5T,1005197510,경상남도,진주시,9,06:17,09:24,187,239,1005197450,부산광역시,연제구,2,13:23,16:15,172,598
2025-11-03,칠곡RDC,3.5T,1005197357,경상북도,경주시,1,06:32,10:28,236,77,1005198141,대구광역시,달성군,4,11:45,13:25,100,413
2025-11-03,칠곡RDC,3.5T,1005197357,경상북도,경주시,1,06:32,10:28,236,78,1005197419,부산광역시,연제구,36,11:46,14:50,184,498
2025-11-03,칠곡RDC,3.5T,1005197357,경상북도,경주시,1,06:32,10:28,236,80,1005197518,경상북도,김천시,1,11:48,13:20,92,408
2025-11-03,칠곡RDC,3.5T,1005197357,경상북도,경주시,1,06:32,10:28,236,86,1005197733,경상남도,김해시,8,11:54,15:43,229,551
2025-11-03,칠곡RDC,3.5T,1005197357,경상북도,경주시,1,06:32,10:28,236,174,1005197450,부산광역시,연제구,2,13:23,16:15,172,583
2025-11-03,칠곡RDC,3.5T,1005197357,경상북도,경주시,1,06:32,10:28,236,186,1005197617,경상남도,창원시 의창구,2,13:34,15:36,122,544
2025-11-03,칠곡RDC,3.5T,1005197357,경상북도,경주시,1,06:32,10:28,236,189,1005197629,대구광역시,북구,2,13:37,17:07,210,635
2025-11-03,칠곡RDC,3.5T,1005197357,경상북도,경주시,1,06:32,10:28,236,219,1005197440,경상북도,포항시 북구,3,14:07,16:13,126,581
2025-11-03,칠곡RDC,3.5T,1005197357,경상북도,경주시,1,06:32,10:28,236,224,1005197464,경상남도,함양군,1,14:12,17:06,174,634
2025-11-03,칠곡RDC,3.5T,1005197357,경상북도,경주시,1,06:32,10:28,236,225,1005197611,경상북도,경주시,2,14:13,15:39,86,547
2025-11-03,칠곡RDC,3.5T,1005197508,경상남도,창원시 마산합포구,4,07:29,10:10,161,95,1005198141,대구광역시,달성군,4,11:45,13:25,100,356
2025-11-03,칠곡RDC,3.5T,1005197508,경상남도,창원시 마산합포구,4,07:29,10:10,161,96,1005197419,부산광역시,연제구,36,11:46,14:50,184,441
2025-11-03,칠곡RDC,3.5T,1005197508,경상남도,창원시 마산합포구,4,07:29,10:10,161,98,1005197518,경상북도,김천시,1,11:48,13:20,92,351
2025-11-03,칠곡RDC,3.5T,1005197508,경상남도,창원시 마산합포구,4,07:29,10:10,161,104,1005197733,경상남도,김해시,8,11:54,15:43,229,494
2025-11-03,칠곡RDC,3.5T,1005197508,경상남도,창원시 마산합포구,4,07:29,10:10,161,192,1005197450,부산광역시,연제구,2,13:23,16:15,172,526
2025-11-03,칠곡RDC,3.5T,1005197508,경상남도,창원시 마산합포구,4,07:29,10:10,161,204,1005197617,경상남도,창원시 의창구,2,13:34,15:36,122,487
2025-11-03,칠곡RDC,3.5T,1005197508,경상남도,창원시 마산합포구,4,07:29,10:10,161,207,1005197629,대구광역시,북구,2,13:37,17:07,210,578
2025-11-03,칠곡RDC,3.5T,1005197508,경상남도,창원시 마산합포구,4,07:29,10:10,161,237,1005197440,경상북도,포항시 북구,3,14:07,16:13,126,524
2025-11-03,칠곡RDC,3.5T,1005197465,경상북도,고령군,15,08:03,12:49,286,77,1005197440,경상북도,포항시 북구,3,14:07,16:13,126,490
2025-11-03,칠곡RDC,3.5T,1005197465,경상북도,고령군,15,08:03,12:49,286,83,1005197464,경상남도,함양군,1,14:12,17:06,174,542
2025-11-03,칠곡RDC,3.5T,1005197465,경상북도,고령군,15,08:03,12:49,286,84,1005197611,경상북도,경주시,2,14:13,15:39,86,456
2025-11-03,칠곡RDC,3.5T,1005197465,경상북도,고령군,15,08:03,12:49,286,115,1005197447,경상남도,창원시 마산회원구,1,14:44,18:50,246,647
2025-11-03,칠곡RDC,3.5T,1005197465,경상북도,고령군,15,08:03,12:49,286,119,1005197652,경상북도,안동시,29,14:49,16:59,130,536
2025-11-03,칠곡RDC,3.5T,1005197465,경상북도,고령군,15,08:03,12:49,286,120,1005197461,경상북도,안동시,10,14:49,18:03,194,600
2025-11-03,칠곡RDC,3.5T,1005197465,경상북도,고령군,15,08:03,12:49,286,121,1005197550,경상남도,창원시 마산회원구,2,14:51,16:59,128,536
2025-11-03,칠곡RDC,3.5T,1005197465,경상북도,고령군,15,08:03,12:49,286,122,1005197596,경상북도,상주시,1,14:51,17:46,174,582
2025-11-03,칠곡RDC,3.5T,1005197465,경상북도,고령군,15,08:03,12:49,286,168,1005197649,대구광역시,달서구,3,15:37,17:57,139,594
2025-11-03,칠곡RDC,3.5T,1005196407,경상북도,안동시,14,08:20,10:44,145,61,1005198141,대구광역시,달성군,4,11:45,13:25,100,305
2025-11-03,칠곡RDC,3.5T,1005196407,경상북도,안동시,14,08:20,10:44,145,62,1005197419,부산광역시,연제구,36,11:46,14:50,184,390
